Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
07.02.2024 - 10:17,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4641,4641,1557,33.548804137039426,Администратор,Выдан
07.02.2024 - 13:01,Заказ,SSD накопитель Kingston 240GB,1,2396,2396,932,38.898163606010016,Администратор,Выдан
07.02.2024 - 13:43,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Администратор,Выдан
07.02.2024 - 15:00,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,486,972,568,58.43621399176955,Администратор,
07.02.2024 - 15:17,Заказ,Чехол силиконовый прозрачный,1,293,293,232,79.18088737201366,Администратор,Выдан
07.02.2024 - 16:20,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1176,1176,1076,91.49659863945578,Администратор,Выдан
07.02.2024 - 16:46,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3540,3540,545,15.3954802259887,Иванов Сергей,Выдан
07.02.2024 - 16:50,Заказ,Наклейка защитного стекла (Услуга),1,214,214,214,100.0,Администратор,Выдан
07.02.2024 - 17:28,Продажа,Кабель USB - Lightning (Foxconn),1,580,580,433,74.6551724137931,Сидоров Алексей,
07.02.2024 - 18:04,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1252,1252,1153,92.0926517571885,Администратор,Выдан
07.02.2024 - 18:56,Продажа,Защитное стекло 3D для iPhone 11/XR,1,477,477,428,89.72746331236897,Иванов Сергей,
07.02.2024 - 19:33,Продажа,Кабель USB - Lightning (Foxconn),1,616,616,470,76.2987012987013,Сидоров Алексей,
08.02.2024 - 13:41,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4865,4865,1715,35.25179856115108,Иванов Сергей,Выдан
08.02.2024 - 14:41,Заказ,Чистка системы охлаждения с заменой термопасты,1,1469,1469,1371,93.3287950987066,Администратор,Выдан
08.02.2024 - 14:53,Заказ,Чистка системы охлаждения с заменой термопасты,1,1529,1529,1425,93.19816873773709,Петров Роман,Выдан
08.02.2024 - 15:10,Заказ,Восстановление цепи питания,2,4794,9588,8620,89.904046725073,Администратор,Выдан
08.02.2024 - 18:35,Заказ,Дисплей iPhone 11 (Копия AAA),1,2608,2608,1207,46.28067484662577,Администратор,Выдан
09.02.2024 - 12:17,Заказ,Диагностика,1,544,544,544,100.0,Администратор,Выдан
09.02.2024 - 13:56,Продажа,Чехол силиконовый прозрачный,1,273,273,212,77.65567765567766,Администратор,
09.02.2024 - 15:51,Заказ,Дисплей iPhone 11 (Копия AAA),1,2536,2536,1132,44.63722397476341,Администратор,Выдан
09.02.2024 - 19:21,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1237,1237,707,57.15440582053355,Сидоров Алексей,Выдан
10.02.2024 - 14:57,Заказ,Защитное стекло 3D для iPhone 11/XR,1,495,495,445,89.8989898989899,Сидоров Алексей,Выдан
10.02.2024 - 15:05,Заказ,Защитное стекло 3D для iPhone 11/XR,2,538,1076,980,91.07806691449815,Иванов Сергей,Выдан
10.02.2024 - 15:11,Заказ,Защитное стекло 3D для iPhone 11/XR,2,487,974,872,89.5277207392197,Петров Роман,Выдан
10.02.2024 - 15:15,Заказ,Диагностика,1,529,529,529,100.0,Сидоров Алексей,Выдан
10.02.2024 - 15:18,Заказ,Диагностика,1,450,450,450,100.0,Администратор,Выдан
10.02.2024 - 16:38,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1287,1287,1190,92.46309246309247,Сидоров Алексей,Выдан
11.02.2024 - 10:07,Заказ,Жесткий диск Seagate BarraCuda 1TB,2,3560,7120,1360,19.101123595505616,Сидоров Алексей,Выдан
11.02.2024 - 11:25,Заказ,Установка Windows 10/11 + Драйвера,1,1204,1204,1204,100.0,Петров Роман,Выдан
11.02.2024 - 11:32,Заказ,Защитное стекло 3D для iPhone 11/XR,1,541,541,489,90.38817005545286,Петров Роман,Выдан
11.02.2024 - 16:34,Заказ,Прошивка Android/iOS,3,958,2874,2874,100.0,Сидоров Алексей,Выдан
11.02.2024 - 18:16,Заказ,Наклейка защитного стекла (Услуга),1,204,204,204,100.0,Администратор,Выдан
11.02.2024 - 19:39,Продажа,Кабель USB - Lightning (Foxconn),1,631,631,476,75.43581616481775,Сидоров Алексей,
12.02.2024 - 10:24,Заказ,Наклейка защитного стекла (Услуга),1,219,219,219,100.0,Администратор,Выдан
12.02.2024 - 11:06,Заказ,Диагностика,1,518,518,518,100.0,Иванов Сергей,Выдан
12.02.2024 - 11:13,Продажа,Чехол силиконовый прозрачный,1,297,297,240,80.8080808080808,Сидоров Алексей,
12.02.2024 - 11:26,Заказ,Установка Windows 10/11 + Драйвера,1,1246,1246,1246,100.0,Петров Роман,Выдан
12.02.2024 - 12:32,Заказ,Наклейка защитного стекла (Услуга),1,184,184,184,100.0,Иванов Сергей,Выдан
12.02.2024 - 12:59,Заказ,Дисплей iPhone 11 (Копия AAA),2,2644,5288,2438,46.104387291981844,Администратор,Выдан
12.02.2024 - 13:27,Продажа,SSD накопитель Kingston 240GB,1,2009,2009,499,24.838227974116474,Петров Роман,
12.02.2024 - 15:21,Заказ,Установка Windows 10/11 + Драйвера,1,1162,1162,1162,100.0,Администратор,Выдан
12.02.2024 - 16:21,Заказ,Чистка системы охлаждения с заменой термопасты,1,1581,1581,1483,93.80139152435167,Петров Роман,Выдан
12.02.2024 - 17:46,Заказ,Диагностика,1,526,526,526,100.0,Сидоров Алексей,Выдан
12.02.2024 - 18:38,Заказ,SSD накопитель Kingston 240GB,1,2206,2206,719,32.59292837715322,Администратор,Выдан
13.02.2024 - 15:06,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,4038,4038,1073,26.572560673600794,Иванов Сергей,
13.02.2024 - 17:06,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1227,1227,677,55.17522412387939,Иванов Сергей,Выдан
14.02.2024 - 11:02,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4175,4175,1058,25.34131736526946,Сидоров Алексей,Выдан
14.02.2024 - 14:11,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,446,446,239,53.58744394618834,Администратор,Выдан
14.02.2024 - 14:43,Заказ,Прошивка Android/iOS,3,966,2898,2898,100.0,Иванов Сергей,Выдан
14.02.2024 - 15:27,Заказ,Наклейка защитного стекла (Услуга),1,187,187,187,100.0,Иванов Сергей,Выдан
14.02.2024 - 15:54,Заказ,Диагностика,1,508,508,508,100.0,Сидоров Алексей,Выдан
14.02.2024 - 15:55,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,406,406,205,50.49261083743842,Администратор,
14.02.2024 - 16:11,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1255,1255,1156,92.11155378486056,Иванов Сергей,Выдан
14.02.2024 - 16:12,Заказ,Чистка системы охлаждения с заменой термопасты,1,1488,1488,1390,93.41397849462365,Иванов Сергей,Выдан
14.02.2024 - 17:27,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Администратор,Выдан
14.02.2024 - 18:09,Заказ,Диагностика,1,525,525,525,100.0,Петров Роман,Выдан
14.02.2024 - 19:27,Продажа,Блок питания Apple 20W (Copy),2,1138,2276,1474,64.76274165202109,Петров Роман,
15.02.2024 - 10:19,Заказ,Восстановление цепи питания,1,4396,4396,3896,88.62602365787079,Иванов Сергей,Выдан
15.02.2024 - 11:20,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,4065,4065,1082,26.617466174661747,Сидоров Алексей,Выдан
15.02.2024 - 12:09,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,444,444,252,56.75675675675676,Иванов Сергей,
15.02.2024 - 13:31,Продажа,Чехол силиконовый прозрачный,1,311,311,254,81.67202572347267,Иванов Сергей,
15.02.2024 - 17:44,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,430,430,221,51.3953488372093,Сидоров Алексей,Выдан
15.02.2024 - 17:52,Продажа,Чехол силиконовый прозрачный,2,315,630,508,80.63492063492063,Сидоров Алексей,
15.02.2024 - 19:34,Заказ,Диагностика,1,529,529,529,100.0,Администратор,Выдан
16.02.2024 - 15:42,Заказ,Наклейка защитного стекла (Услуга),1,198,198,198,100.0,Администратор,Выдан
16.02.2024 - 15:45,Заказ,Защитное стекло 3D для iPhone 11/XR,1,455,455,408,89.67032967032968,Сидоров Алексей,Выдан
16.02.2024 - 19:24,Продажа,Кабель USB - Lightning (Foxconn),1,556,556,406,73.02158273381295,Иванов Сергей,
17.02.2024 - 11:20,Заказ,Замена разъема зарядки (MicroUSB/Type-C),3,1319,3957,3669,92.72175890826384,Администратор,Выдан
17.02.2024 - 11:26,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4551,4551,1457,32.01494177103933,Администратор,Выдан
17.02.2024 - 13:02,Заказ,Чехол силиконовый прозрачный,1,324,324,264,81.48148148148148,Администратор,Выдан
17.02.2024 - 14:43,Заказ,Прошивка Android/iOS,3,1006,3018,3018,100.0,Администратор,Выдан
17.02.2024 - 16:48,Заказ,Диагностика,1,455,455,455,100.0,Сидоров Алексей,Выдан
17.02.2024 - 18:35,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,439,439,248,56.49202733485193,Администратор,Выдан
18.02.2024 - 10:02,Заказ,Блок питания Apple 20W (Copy),2,1133,2266,1482,65.40158870255958,Сидоров Алексей,Выдан
18.02.2024 - 13:05,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Сидоров Алексей,Выдан
18.02.2024 - 14:54,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4260,4260,1020,23.943661971830984,Иванов Сергей,Выдан
18.02.2024 - 15:01,Заказ,Наклейка защитного стекла (Услуга),1,182,182,182,100.0,Иванов Сергей,Выдан
18.02.2024 - 16:19,Заказ,Восстановление цепи питания,1,4551,4551,4027,88.48604702263239,Петров Роман,Выдан
18.02.2024 - 17:46,Заказ,Установка Windows 10/11 + Драйвера,2,1153,2306,2306,100.0,Сидоров Алексей,Выдан
18.02.2024 - 18:55,Заказ,Наклейка защитного стекла (Услуга),1,210,210,210,100.0,Иванов Сергей,Выдан
19.02.2024 - 11:52,Заказ,Прошивка Android/iOS,1,1015,1015,1015,100.0,Администратор,Выдан
19.02.2024 - 14:24,Заказ,Установка Windows 10/11 + Драйвера,1,1114,1114,1114,100.0,Петров Роман,Выдан
19.02.2024 - 16:37,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1168,2336,1218,52.140410958904106,Сидоров Алексей,Выдан
19.02.2024 - 18:00,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,475,475,283,59.578947368421055,Петров Роман,
20.02.2024 - 15:55,Продажа,Чехол силиконовый прозрачный,1,328,328,268,81.70731707317073,Сидоров Алексей,
20.02.2024 - 17:47,Заказ,Установка Windows 10/11 + Драйвера,1,1259,1259,1259,100.0,Петров Роман,Выдан
20.02.2024 - 19:04,Заказ,Восстановление цепи питания,1,4894,4894,4389,89.68124233755618,Сидоров Алексей,Выдан
21.02.2024 - 10:05,Заказ,Дисплей iPhone 11 (Копия AAA),1,2737,2737,1402,51.22396784800877,Администратор,Выдан
21.02.2024 - 16:54,Заказ,Диагностика,1,545,545,545,100.0,Сидоров Алексей,Выдан
21.02.2024 - 17:56,Заказ,Прошивка Android/iOS,1,1057,1057,1057,100.0,Администратор,Выдан
