Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
24.09.2025 - 13:33,Заказ,Защитное стекло 3D для iPhone 11/XR,1,536,536,489,91.23134328358209,Петров Роман,Выдан
24.09.2025 - 15:49,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4541,4541,1296,28.53996916978639,Иванов Сергей,Выдан
24.09.2025 - 15:49,Заказ,Дисплей iPhone 11 (Копия AAA),1,2395,2395,948,39.58246346555324,Администратор,Выдан
24.09.2025 - 16:42,Заказ,Наклейка защитного стекла (Услуга),1,210,210,210,100.0,Иванов Сергей,Выдан
25.09.2025 - 10:02,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,4977,4977,1127,22.644163150492265,Петров Роман,Выдан
25.09.2025 - 15:52,Продажа,Кабель USB - Lightning (Foxconn),2,564,1128,826,73.22695035460993,Иванов Сергей,
25.09.2025 - 18:07,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1208,1208,1105,91.47350993377484,Иванов Сергей,Выдан
25.09.2025 - 18:39,Заказ,Диагностика,1,532,532,532,100.0,Администратор,Выдан
26.09.2025 - 10:20,Заказ,Чехол силиконовый прозрачный,1,278,278,219,78.77697841726618,Сидоров Алексей,Выдан
26.09.2025 - 10:24,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1212,1212,651,53.71287128712871,Петров Роман,Выдан
26.09.2025 - 16:20,Продажа,Чехол силиконовый прозрачный,1,326,326,265,81.28834355828221,Сидоров Алексей,
26.09.2025 - 16:27,Заказ,Дисплей iPhone 11 (Копия AAA),3,2732,8196,3801,46.37628111273792,Иванов Сергей,Выдан
26.09.2025 - 18:36,Заказ,Чехол силиконовый прозрачный,1,278,278,221,79.49640287769785,Петров Роман,Выдан
27.09.2025 - 10:54,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,459,459,253,55.119825708061,Администратор,Выдан
27.09.2025 - 12:24,Продажа,Чехол силиконовый прозрачный,1,277,277,220,79.42238267148014,Сидоров Алексей,
27.09.2025 - 14:50,Заказ,Дисплей iPhone 11 (Копия AAA),3,2696,8088,3705,45.80860534124629,Сидоров Алексей,Выдан
27.09.2025 - 16:31,Заказ,Наклейка защитного стекла (Услуга),1,219,219,219,100.0,Администратор,Выдан
27.09.2025 - 16:52,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1183,1183,1079,91.20879120879121,Петров Роман,Выдан
28.09.2025 - 10:06,Заказ,Диагностика,1,505,505,505,100.0,Петров Роман,Выдан
28.09.2025 - 10:55,Заказ,Защитное стекло 3D для iPhone 11/XR,1,522,522,472,90.42145593869732,Иванов Сергей,Выдан
28.09.2025 - 13:22,Заказ,Наклейка защитного стекла (Услуга),1,198,198,198,100.0,Сидоров Алексей,Выдан
28.09.2025 - 14:17,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1252,1252,1150,91.85303514376997,Иванов Сергей,Выдан
29.09.2025 - 10:03,Заказ,Наклейка защитного стекла (Услуга),1,192,192,192,100.0,Петров Роман,Выдан
29.09.2025 - 11:10,Продажа,Кабель USB - Lightning (Foxconn),1,566,566,410,72.43816254416961,Иванов Сергей,
30.09.2025 - 10:20,Заказ,Диагностика,1,510,510,510,100.0,Администратор,Выдан
30.09.2025 - 10:37,Заказ,Блок питания Apple 20W (Copy),1,1228,1228,844,68.72964169381108,Сидоров Алексей,Выдан
30.09.2025 - 12:38,Заказ,Чистка системы охлаждения с заменой термопасты,1,1419,1419,1316,92.74136715997182,Администратор,Выдан
30.09.2025 - 14:35,Продажа,Защитное стекло 3D для iPhone 11/XR,1,479,479,428,89.35281837160751,Администратор,
30.09.2025 - 15:55,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,488,488,291,59.63114754098361,Петров Роман,
30.09.2025 - 17:28,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,472,472,281,59.53389830508474,Иванов Сергей,
30.09.2025 - 17:56,Продажа,Блок питания Apple 20W (Copy),1,1137,1137,722,63.5004397537379,Администратор,
01.10.2025 - 12:21,Заказ,Защитное стекло 3D для iPhone 11/XR,1,502,502,450,89.64143426294821,Сидоров Алексей,Выдан
01.10.2025 - 15:03,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1312,1312,1212,92.3780487804878,Петров Роман,Выдан
01.10.2025 - 19:40,Заказ,Блок питания Apple 20W (Copy),1,1147,1147,739,64.42894507410637,Сидоров Алексей,Выдан
02.10.2025 - 13:51,Заказ,Восстановление цепи питания,1,4772,4772,4249,89.04023470243084,Сидоров Алексей,Выдан
02.10.2025 - 14:00,Заказ,Восстановление цепи питания,1,4449,4449,3973,89.30096650932794,Администратор,Выдан
02.10.2025 - 16:42,Заказ,Блок питания Apple 20W (Copy),1,1083,1083,672,62.04986149584487,Петров Роман,Выдан
02.10.2025 - 17:06,Продажа,SSD накопитель Kingston 240GB,1,2200,2200,681,30.954545454545457,Петров Роман,
02.10.2025 - 17:32,Заказ,Диагностика,1,483,483,483,100.0,Иванов Сергей,Выдан
02.10.2025 - 19:06,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),3,1165,3495,1878,53.73390557939914,Иванов Сергей,Выдан
03.10.2025 - 10:13,Заказ,Блок питания Apple 20W (Copy),1,1140,1140,737,64.64912280701755,Сидоров Алексей,Выдан
03.10.2025 - 13:02,Заказ,Защитное стекло 3D для iPhone 11/XR,1,510,510,462,90.58823529411765,Иванов Сергей,Выдан
06.10.2025 - 16:25,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,406,406,200,49.26108374384236,Петров Роман,Выдан
06.10.2025 - 18:02,Продажа,Чехол силиконовый прозрачный,1,303,303,244,80.52805280528052,Иванов Сергей,
07.10.2025 - 12:16,Заказ,16GB USB 2.0 Flash Drive SmartBuy,2,458,916,522,56.98689956331878,Сидоров Алексей,Выдан
07.10.2025 - 14:35,Заказ,Чистка системы охлаждения с заменой термопасты,1,1372,1372,1273,92.78425655976676,Иванов Сергей,Выдан
07.10.2025 - 15:09,Заказ,Восстановление цепи питания,1,4554,4554,4059,89.13043478260869,Петров Роман,Выдан
08.10.2025 - 10:18,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1274,1274,1175,92.22919937205651,Администратор,Выдан
08.10.2025 - 10:35,Заказ,Диагностика,1,513,513,513,100.0,Петров Роман,Выдан
09.10.2025 - 10:38,Заказ,Восстановление цепи питания,1,4278,4278,3763,87.96166432912575,Иванов Сергей,Выдан
09.10.2025 - 15:12,Заказ,Восстановление цепи питания,1,4259,4259,3779,88.72974876731628,Петров Роман,Выдан
09.10.2025 - 19:09,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,471,942,538,57.11252653927813,Иванов Сергей,
10.10.2025 - 10:42,Продажа,Кабель USB - Lightning (Foxconn),1,634,634,487,76.81388012618297,Петров Роман,
10.10.2025 - 10:46,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,456,456,254,55.70175438596491,Петров Роман,Выдан
10.10.2025 - 14:01,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,433,866,466,53.81062355658198,Петров Роман,
10.10.2025 - 16:40,Заказ,Чехол силиконовый прозрачный,1,312,312,255,81.73076923076923,Сидоров Алексей,Выдан
11.10.2025 - 10:02,Заказ,Дисплей iPhone 11 (Копия AAA),1,2509,2509,1124,44.79872459147071,Иванов Сергей,Выдан
11.10.2025 - 12:04,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1170,1170,614,52.478632478632484,Сидоров Алексей,Выдан
11.10.2025 - 13:01,Заказ,Чехол силиконовый прозрачный,1,307,307,249,81.10749185667753,Администратор,Выдан
11.10.2025 - 13:12,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3838,3838,885,23.058884835852005,Иванов Сергей,
11.10.2025 - 14:34,Заказ,Блок питания Apple 20W (Copy),1,1251,1251,833,66.58673061550759,Иванов Сергей,Выдан
11.10.2025 - 16:48,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,491,491,288,58.65580448065173,Иванов Сергей,Выдан
11.10.2025 - 17:25,Продажа,Кабель USB - Lightning (Foxconn),1,557,557,407,73.07001795332137,Сидоров Алексей,
11.10.2025 - 19:57,Заказ,Дисплей iPhone 11 (Копия AAA),2,2339,4678,1774,37.92218896964515,Администратор,Выдан
12.10.2025 - 18:14,Заказ,Наклейка защитного стекла (Услуга),1,205,205,205,100.0,Иванов Сергей,Выдан
12.10.2025 - 18:16,Заказ,Защитное стекло 3D для iPhone 11/XR,1,468,468,419,89.52991452991454,Сидоров Алексей,Выдан
13.10.2025 - 11:28,Заказ,Диагностика,1,489,489,489,100.0,Петров Роман,Выдан
13.10.2025 - 14:30,Заказ,Чистка системы охлаждения с заменой термопасты,1,1420,1420,1317,92.74647887323944,Петров Роман,Выдан
13.10.2025 - 14:47,Заказ,Защитное стекло 3D для iPhone 11/XR,1,482,482,430,89.21161825726142,Петров Роман,Выдан
13.10.2025 - 15:12,Заказ,Установка Windows 10/11 + Драйвера,1,1168,1168,1168,100.0,Петров Роман,Выдан
14.10.2025 - 11:50,Продажа,Чехол силиконовый прозрачный,1,325,325,268,82.46153846153847,Администратор,
14.10.2025 - 11:54,Продажа,Защитное стекло 3D для iPhone 11/XR,1,537,537,487,90.68901303538175,Иванов Сергей,
14.10.2025 - 17:13,Заказ,Чистка системы охлаждения с заменой термопасты,1,1561,1561,1463,93.72197309417041,Петров Роман,Выдан
15.10.2025 - 15:14,Заказ,Прошивка Android/iOS,1,1034,1034,1034,100.0,Петров Роман,Выдан
16.10.2025 - 13:43,Заказ,Наклейка защитного стекла (Услуга),1,209,209,209,100.0,Иванов Сергей,Выдан
16.10.2025 - 19:35,Заказ,Защитное стекло 3D для iPhone 11/XR,3,465,1395,1251,89.6774193548387,Иванов Сергей,Выдан
17.10.2025 - 15:39,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,410,820,436,53.170731707317074,Иванов Сергей,
17.10.2025 - 18:30,Заказ,Установка Windows 10/11 + Драйвера,1,1309,1309,1309,100.0,Петров Роман,Выдан
18.10.2025 - 13:17,Заказ,Наклейка защитного стекла (Услуга),1,219,219,219,100.0,Администратор,Выдан
18.10.2025 - 17:03,Заказ,Кабель USB - Lightning (Foxconn),1,647,647,500,77.27975270479135,Иванов Сергей,Выдан
19.10.2025 - 11:20,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1145,1145,623,54.41048034934498,Петров Роман,Выдан
19.10.2025 - 17:04,Заказ,Установка Windows 10/11 + Драйвера,1,1279,1279,1279,100.0,Сидоров Алексей,Выдан
20.10.2025 - 11:15,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5810,5810,2045,35.197934595524956,Петров Роман,Выдан
20.10.2025 - 15:12,Заказ,Чистка системы охлаждения с заменой термопасты,2,1576,3152,2958,93.84517766497463,Сидоров Алексей,Выдан
20.10.2025 - 16:22,Заказ,Дисплей iPhone 11 (Копия AAA),1,2679,2679,1296,48.37625979843225,Администратор,Выдан
20.10.2025 - 16:26,Заказ,Диагностика,1,484,484,484,100.0,Администратор,Выдан
21.10.2025 - 19:34,Заказ,Наклейка защитного стекла (Услуга),1,207,207,207,100.0,Иванов Сергей,Выдан
23.10.2025 - 11:08,Заказ,SSD накопитель Kingston 240GB,1,1998,1998,546,27.32732732732733,Администратор,Выдан
23.10.2025 - 12:06,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1309,1309,1209,92.36058059587471,Иванов Сергей,Выдан
23.10.2025 - 14:02,Заказ,Установка Windows 10/11 + Драйвера,1,1197,1197,1197,100.0,Иванов Сергей,Выдан
23.10.2025 - 15:24,Заказ,Диагностика,2,520,1040,1040,100.0,Администратор,Выдан
23.10.2025 - 17:39,Заказ,Кабель USB - Lightning (Foxconn),1,571,571,426,74.6059544658494,Петров Роман,Выдан
23.10.2025 - 19:10,Заказ,Жесткий диск Seagate BarraCuda 1TB,1,3780,3780,849,22.460317460317462,Петров Роман,Выдан
24.10.2025 - 13:26,Заказ,Диагностика,1,486,486,486,100.0,Иванов Сергей,Выдан
24.10.2025 - 16:28,Продажа,Чехол силиконовый прозрачный,1,305,305,246,80.65573770491802,Администратор,
25.10.2025 - 17:28,Заказ,Чистка системы охлаждения с заменой термопасты,1,1544,1544,1448,93.78238341968913,Сидоров Алексей,Выдан
26.10.2025 - 13:26,Продажа,Кабель USB - Lightning (Foxconn),1,542,542,395,72.87822878228782,Петров Роман,
26.10.2025 - 14:36,Заказ,Диагностика,1,475,475,475,100.0,Иванов Сергей,Выдан
26.10.2025 - 16:26,Заказ,Блок питания Apple 20W (Copy),1,1315,1315,917,69.73384030418252,Администратор,Выдан
26.10.2025 - 17:41,Заказ,Защитное стекло 3D для iPhone 11/XR,1,501,501,450,89.82035928143712,Сидоров Алексей,Выдан
26.10.2025 - 19:46,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1316,1316,1221,92.78115501519757,Администратор,Выдан
28.10.2025 - 11:44,Заказ,Чехол силиконовый прозрачный,1,320,320,260,81.25,Петров Роман,Выдан
29.10.2025 - 13:16,Заказ,Чехол силиконовый прозрачный,1,281,281,224,79.7153024911032,Администратор,Выдан
29.10.2025 - 14:14,Продажа,Чехол силиконовый прозрачный,2,292,584,462,79.1095890410959,Петров Роман,
29.10.2025 - 15:48,Продажа,Чехол силиконовый прозрачный,1,295,295,233,78.98305084745762,Администратор,
30.10.2025 - 11:16,Заказ,Прошивка Android/iOS,1,1018,1018,1018,100.0,Сидоров Алексей,Выдан
30.10.2025 - 18:48,Заказ,Диагностика,1,513,513,513,100.0,Иванов Сергей,Выдан
30.10.2025 - 19:17,Продажа,Защитное стекло 3D для iPhone 11/XR,2,502,1004,904,90.0398406374502,Сидоров Алексей,
31.10.2025 - 14:20,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1284,1284,722,56.230529595015575,Иванов Сергей,Выдан
01.11.2025 - 11:35,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1087,1087,515,47.378104875804965,Петров Роман,Выдан
01.11.2025 - 11:42,Заказ,Чистка системы охлаждения с заменой термопасты,1,1490,1490,1395,93.6241610738255,Иванов Сергей,Выдан
01.11.2025 - 11:50,Заказ,Прошивка Android/iOS,1,917,917,917,100.0,Иванов Сергей,Выдан
01.11.2025 - 15:28,Продажа,Кабель USB - Lightning (Foxconn),1,567,567,419,73.89770723104057,Петров Роман,
01.11.2025 - 17:50,Заказ,Чистка системы охлаждения с заменой термопасты,1,1454,1454,1354,93.12242090784044,Иванов Сергей,Выдан
02.11.2025 - 14:22,Заказ,Наклейка защитного стекла (Услуга),1,207,207,207,100.0,Сидоров Алексей,Выдан
02.11.2025 - 18:05,Заказ,Дисплей iPhone 11 (Копия AAA),1,2621,2621,1257,47.95879435330026,Иванов Сергей,Выдан
02.11.2025 - 19:05,Продажа,Кабель USB - Lightning (Foxconn),3,639,1917,1461,76.21283255086072,Иванов Сергей,
03.11.2025 - 11:49,Продажа,Чехол силиконовый прозрачный,1,304,304,244,80.26315789473685,Администратор,
03.11.2025 - 12:01,Заказ,Наклейка защитного стекла (Услуга),1,186,186,186,100.0,Сидоров Алексей,Выдан
03.11.2025 - 16:36,Заказ,Прошивка Android/iOS,2,937,1874,1874,100.0,Администратор,Выдан
04.11.2025 - 10:23,Продажа,Чехол силиконовый прозрачный,1,281,281,220,78.29181494661923,Администратор,
04.11.2025 - 17:56,Заказ,Прошивка Android/iOS,1,911,911,911,100.0,Петров Роман,Выдан
04.11.2025 - 19:29,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1225,2450,1404,57.30612244897959,Администратор,Выдан
05.11.2025 - 11:17,Заказ,Диагностика,1,455,455,455,100.0,Иванов Сергей,Выдан
05.11.2025 - 14:44,Заказ,Наклейка защитного стекла (Услуга),1,212,212,212,100.0,Администратор,Выдан
05.11.2025 - 15:14,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1087,1087,991,91.16835326586936,Иванов Сергей,Выдан
05.11.2025 - 16:24,Заказ,Дисплей iPhone 11 (Копия AAA),1,2512,2512,1178,46.894904458598724,Петров Роман,Выдан
06.11.2025 - 13:21,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,447,447,250,55.92841163310962,Иванов Сергей,
06.11.2025 - 14:46,Заказ,Защитное стекло 3D для iPhone 11/XR,1,527,527,475,90.13282732447819,Иванов Сергей,Выдан
06.11.2025 - 16:38,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1253,1253,679,54.18994413407822,Сидоров Алексей,Выдан
06.11.2025 - 18:23,Заказ,Диагностика,1,517,517,517,100.0,Иванов Сергей,Выдан
07.11.2025 - 10:21,Заказ,Чистка системы охлаждения с заменой термопасты,2,1579,3158,2966,93.92020265991134,Администратор,Выдан
07.11.2025 - 13:28,Продажа,Блок питания Apple 20W (Copy),1,1110,1110,711,64.05405405405405,Администратор,
07.11.2025 - 13:43,Заказ,Чехол силиконовый прозрачный,1,304,304,243,79.93421052631578,Петров Роман,Выдан
07.11.2025 - 14:56,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,460,460,251,54.565217391304344,Иванов Сергей,
07.11.2025 - 18:36,Заказ,Установка Windows 10/11 + Драйвера,1,1215,1215,1215,100.0,Администратор,Выдан
08.11.2025 - 12:33,Заказ,Наклейка защитного стекла (Услуга),1,213,213,213,100.0,Иванов Сергей,Выдан
08.11.2025 - 15:55,Заказ,Прошивка Android/iOS,1,1097,1097,1097,100.0,Петров Роман,Выдан
09.11.2025 - 11:26,Продажа,Защитное стекло 3D для iPhone 11/XR,1,458,458,410,89.51965065502183,Петров Роман,
09.11.2025 - 18:57,Заказ,Установка Windows 10/11 + Драйвера,1,1212,1212,1212,100.0,Петров Роман,Выдан
10.11.2025 - 12:28,Заказ,Диагностика,1,480,480,480,100.0,Петров Роман,Выдан
10.11.2025 - 15:01,Заказ,Кабель USB - Lightning (Foxconn),1,630,630,482,76.5079365079365,Сидоров Алексей,Выдан
10.11.2025 - 16:18,Заказ,Чехол силиконовый прозрачный,1,328,328,266,81.09756097560977,Сидоров Алексей,Выдан
10.11.2025 - 18:42,Заказ,Диагностика,1,470,470,470,100.0,Иванов Сергей,Выдан
10.11.2025 - 19:53,Заказ,Чистка системы охлаждения с заменой термопасты,2,1440,2880,2672,92.77777777777779,Петров Роман,Выдан
11.11.2025 - 12:54,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1176,1176,602,51.19047619047619,Иванов Сергей,Выдан
12.11.2025 - 11:15,Продажа,Защитное стекло 3D для iPhone 11/XR,1,486,486,436,89.7119341563786,Иванов Сергей,
12.11.2025 - 11:18,Продажа,Защитное стекло 3D для iPhone 11/XR,1,533,533,483,90.61913696060037,Администратор,
12.11.2025 - 18:19,Заказ,Дисплей iPhone 11 (Копия AAA),1,2437,2437,1041,42.71645465736562,Администратор,Выдан
12.11.2025 - 19:27,Заказ,Диагностика,2,450,900,900,100.0,Сидоров Алексей,Выдан
13.11.2025 - 15:20,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1279,1279,1182,92.41594996090696,Петров Роман,Выдан
13.11.2025 - 15:46,Заказ,Чехол силиконовый прозрачный,1,270,270,208,77.03703703703704,Администратор,Выдан
14.11.2025 - 12:15,Заказ,Диагностика,1,493,493,493,100.0,Петров Роман,Выдан
14.11.2025 - 15:38,Заказ,Наклейка защитного стекла (Услуга),1,194,194,194,100.0,Администратор,Выдан
14.11.2025 - 19:19,Продажа,Чехол силиконовый прозрачный,1,281,281,221,78.64768683274022,Сидоров Алексей,
15.11.2025 - 12:30,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,435,435,242,55.632183908045974,Администратор,
15.11.2025 - 12:32,Заказ,Диагностика,1,520,520,520,100.0,Иванов Сергей,Выдан
15.11.2025 - 13:05,Заказ,Наклейка защитного стекла (Услуга),3,204,612,612,100.0,Иванов Сергей,Выдан
15.11.2025 - 13:07,Заказ,Наклейка защитного стекла (Услуга),1,186,186,186,100.0,Иванов Сергей,Выдан
15.11.2025 - 15:54,Заказ,Наклейка защитного стекла (Услуга),1,189,189,189,100.0,Администратор,Выдан
15.11.2025 - 17:26,Заказ,Прошивка Android/iOS,1,901,901,901,100.0,Иванов Сергей,Выдан
15.11.2025 - 19:18,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,4157,4157,1155,27.784459947077217,Сидоров Алексей,
15.11.2025 - 19:31,Продажа,Кабель USB - Lightning (Foxconn),1,653,653,502,76.87595712098009,Администратор,
15.11.2025 - 19:57,Заказ,Дисплей iPhone 11 (Копия AAA),1,2640,2640,1187,44.96212121212121,Администратор,Выдан
16.11.2025 - 12:15,Заказ,Дисплей iPhone 11 (Копия AAA),1,2618,2618,1212,46.29488158899924,Сидоров Алексей,Выдан
16.11.2025 - 13:10,Заказ,Защитное стекло 3D для iPhone 11/XR,1,450,450,400,88.88888888888889,Иванов Сергей,Выдан
16.11.2025 - 14:01,Заказ,Диагностика,1,455,455,455,100.0,Сидоров Алексей,Выдан
16.11.2025 - 17:10,Заказ,Чехол силиконовый прозрачный,1,289,289,229,79.23875432525952,Сидоров Алексей,Выдан
16.11.2025 - 17:12,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4066,4066,795,19.55238563698967,Петров Роман,Выдан
16.11.2025 - 18:22,Заказ,Чехол силиконовый прозрачный,1,297,297,239,80.47138047138047,Иванов Сергей,Выдан
16.11.2025 - 19:00,Заказ,Чехол силиконовый прозрачный,1,271,271,209,77.12177121771218,Иванов Сергей,Выдан
17.11.2025 - 16:44,Продажа,Защитное стекло 3D для iPhone 11/XR,1,528,528,480,90.9090909090909,Петров Роман,
17.11.2025 - 18:25,Заказ,Установка Windows 10/11 + Драйвера,1,1244,1244,1244,100.0,Администратор,Выдан
19.11.2025 - 14:58,Продажа,Блок питания Apple 20W (Copy),1,1124,1124,715,63.612099644128115,Иванов Сергей,
19.11.2025 - 17:44,Заказ,Защитное стекло 3D для iPhone 11/XR,1,467,467,419,89.72162740899357,Петров Роман,Выдан
19.11.2025 - 18:01,Продажа,Блок питания Apple 20W (Copy),1,1160,1160,755,65.08620689655173,Сидоров Алексей,
19.11.2025 - 18:16,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Сидоров Алексей,Выдан
20.11.2025 - 10:52,Продажа,Защитное стекло 3D для iPhone 11/XR,1,525,525,477,90.85714285714286,Сидоров Алексей,
20.11.2025 - 11:55,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,461,461,256,55.53145336225597,Сидоров Алексей,Выдан
20.11.2025 - 13:01,Заказ,Дисплей iPhone 11 (Копия AAA),1,2253,2253,890,39.502885042166,Администратор,Выдан
20.11.2025 - 16:17,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,411,411,217,52.798053527980535,Сидоров Алексей,
21.11.2025 - 11:11,Заказ,Блок питания Apple 20W (Copy),1,1308,1308,916,70.03058103975535,Петров Роман,Выдан
21.11.2025 - 12:07,Заказ,Диагностика,1,526,526,526,100.0,Администратор,Выдан
21.11.2025 - 13:40,Заказ,SSD накопитель Kingston 240GB,1,2205,2205,636,28.843537414965986,Петров Роман,Выдан
21.11.2025 - 13:43,Заказ,Чистка системы охлаждения с заменой термопасты,1,1413,1413,1309,92.63977353149328,Петров Роман,Выдан
21.11.2025 - 14:07,Заказ,Защитное стекло 3D для iPhone 11/XR,1,534,534,482,90.2621722846442,Петров Роман,Выдан
22.11.2025 - 14:19,Заказ,Чистка системы охлаждения с заменой термопасты,1,1463,1463,1367,93.43814080656186,Петров Роман,Выдан
22.11.2025 - 14:52,Заказ,Восстановление цепи питания,1,4126,4126,3651,88.48763936015511,Сидоров Алексей,Выдан
22.11.2025 - 16:45,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1225,1225,1127,92.0,Петров Роман,Выдан
23.11.2025 - 14:55,Заказ,Прошивка Android/iOS,1,942,942,942,100.0,Петров Роман,Выдан
23.11.2025 - 17:15,Продажа,Защитное стекло 3D для iPhone 11/XR,1,503,503,452,89.86083499005964,Иванов Сергей,
23.11.2025 - 19:22,Заказ,Восстановление цепи питания,1,4471,4471,3948,88.30239320062626,Сидоров Алексей,Выдан
24.11.2025 - 11:42,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,458,458,262,57.20524017467249,Администратор,
24.11.2025 - 14:06,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,412,412,208,50.48543689320388,Сидоров Алексей,Выдан
24.11.2025 - 19:47,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4575,4575,1294,28.28415300546448,Администратор,Выдан
25.11.2025 - 13:34,Заказ,Наклейка защитного стекла (Услуга),1,182,182,182,100.0,Администратор,Выдан
26.11.2025 - 10:14,Заказ,Кабель USB - Lightning (Foxconn),1,650,650,502,77.23076923076924,Сидоров Алексей,Выдан
26.11.2025 - 11:05,Заказ,Прошивка Android/iOS,1,1076,1076,1076,100.0,Администратор,Выдан
26.11.2025 - 14:31,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1227,1227,676,55.09372453137734,Иванов Сергей,Выдан
26.11.2025 - 15:01,Заказ,Диагностика,2,482,964,964,100.0,Сидоров Алексей,Выдан
26.11.2025 - 18:46,Заказ,Чехол силиконовый прозрачный,1,284,284,226,79.5774647887324,Петров Роман,Выдан
26.11.2025 - 19:57,Заказ,Восстановление цепи питания,1,4602,4602,4105,89.20034767492395,Администратор,Выдан
27.11.2025 - 12:13,Продажа,Чехол силиконовый прозрачный,1,290,290,230,79.3103448275862,Петров Роман,
27.11.2025 - 12:23,Заказ,Наклейка защитного стекла (Услуга),1,217,217,217,100.0,Сидоров Алексей,Выдан
27.11.2025 - 15:58,Заказ,Чехол силиконовый прозрачный,1,276,276,214,77.53623188405797,Сидоров Алексей,Выдан
27.11.2025 - 16:24,Заказ,Чехол силиконовый прозрачный,2,287,574,458,79.79094076655052,Сидоров Алексей,Выдан
27.11.2025 - 18:47,Заказ,Кабель USB - Lightning (Foxconn),1,633,633,483,76.30331753554502,Сидоров Алексей,Выдан
28.11.2025 - 11:26,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3622,3622,775,21.397018221976808,Иванов Сергей,
28.11.2025 - 14:14,Заказ,Восстановление цепи питания,1,4607,4607,4112,89.25548079010201,Администратор,Выдан
28.11.2025 - 17:12,Заказ,Наклейка защитного стекла (Услуга),1,208,208,208,100.0,Администратор,Выдан
29.11.2025 - 12:22,Заказ,SSD накопитель Kingston 240GB,1,2280,2280,750,32.89473684210527,Администратор,Выдан
29.11.2025 - 13:03,Заказ,Блок питания Apple 20W (Copy),1,1170,1170,773,66.06837606837607,Администратор,Выдан
29.11.2025 - 13:54,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,457,457,263,57.54923413566739,Администратор,Выдан
29.11.2025 - 15:46,Заказ,Защитное стекло 3D для iPhone 11/XR,1,501,501,451,90.01996007984032,Петров Роман,Выдан
29.11.2025 - 16:32,Заказ,Чистка системы охлаждения с заменой термопасты,1,1493,1493,1391,93.16811788345612,Иванов Сергей,Выдан
29.11.2025 - 17:31,Заказ,Наклейка защитного стекла (Услуга),2,188,376,376,100.0,Администратор,Выдан
29.11.2025 - 18:12,Заказ,SSD накопитель Kingston 240GB,1,2304,2304,736,31.944444444444443,Иванов Сергей,Выдан
30.11.2025 - 16:37,Заказ,Установка Windows 10/11 + Драйвера,2,1088,2176,2176,100.0,Петров Роман,Выдан
30.11.2025 - 17:24,Продажа,Защитное стекло 3D для iPhone 11/XR,1,510,510,460,90.19607843137256,Петров Роман,
